name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
1 Million,0g28CDW8XCMvzakK7cJncD,0.507,0.916,0,-3.942,1,0.0808,0.104,0.0,0.0923,0.666,182.136,6
Dance Again,4d2hD63oUGU3s7L66JD0BE,0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,3
Who (Radio Edit),3TRL1KwXgyf02lpLVf07Ho,0.875,0.746,1,-6.562,1,0.0589,0.004,0.892,0.0416,0.338,124.98,2
I'm on You - DJ Antoine & Mad Mark Video Re-Construction,5FNjliSVyuRrxjqVUPGUZ2,0.715,0.664,6,-5.311,0,0.0328,0.0246,1.84e-05,0.288,0.759,122.95,3
Hot Girls,1IbKJIEjqxnZItfhppkWux,0.907,0.803,0,-4.009,0,0.0428,0.0565,0.0276,0.188,0.78,126.984,3
Bounce (feat. Kelis) - Radio Edit,36cmM3MBMWWCFIiQ90U4J8,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,1
Got to Know What's Going On,473UAvIVzoWlNlJkv3CBMs,0.797,0.423,7,-11.079,1,0.0582,0.346,0.00173,0.137,0.647,101.953,5
We Could Just Get High,3DKU78r2kEkXAR8YGBTojT,0.694,0.488,7,-11.875,0,0.0381,0.042,0.00514,0.441,0.719,113.994,3
In California,3x7bxNyp7c3EprzGzz7WfU,0.739,0.467,0,-13.108,0,0.0471,0.0499,0.113,0.0704,0.597,111.956,3
New Canaan,6Vxrr23Kse86mQZEFE0ruF,0.638,0.509,3,-11.337,1,0.0345,0.178,4.03e-06,0.118,0.54,109.942,5
London Calling - Remastered,5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,5
It's Gonna Be Alright,4Ep2HJ1nWvt7SXQLEdgtJj,0.73,0.426,5,-11.39,1,0.0423,0.141,0.000116,0.135,0.903,149.98,5
Movie Star,5zMFeMnr96hoF95qPwWe8E,0.765,0.394,11,-12.446,1,0.0307,0.234,0.154,0.114,0.702,132.004,5
#thatPOWER,01TuObJVd7owWchVRuQbQw,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,3
Lighters Up - Radio Edit,2O3BMy8WuWqWPtHCL8IAMZ,0.589,0.877,5,-2.642,1,0.0399,0.00681,0.0,0.199,0.373,128.007,6
Move Your Body (2012 Version) - Radio Edit,68X6QLqUaOihmrHr46P5Bm,0.614,0.932,4,-0.112,0,0.177,0.291,0.0,0.0616,0.299,128.061,3
Doing It Right - Remady Summer 2012 Radio Edit,2nO5sw9Ilpx1QOmgjcnzhJ,0.662,0.871,7,-3.149,1,0.0409,0.00431,0.0,0.26,0.711,128.06,5
The Riddle Anthem - Original Mix,0tJGu35vc8MkxhvgjSVkD3,0.67,0.897,6,-5.892,0,0.0353,0.00115,0.0694,0.0549,0.732,126.996,3
My Life Is a Party - R.I.O. Video Edit,04E1UxSupv0GGLrFv22ND1,0.718,0.752,0,-4.766,1,0.0299,0.0558,0.00147,0.168,0.835,127.987,5
Something in the Air - Radio Edit,27Je3mQgYGy99QvHo6gAOq,0.713,0.707,6,-4.288,0,0.0722,0.325,0.0,0.124,0.844,128.087,3
Mond - Video Edit,0iiCKKzHGTYAEQJbWGQMfV,0.684,0.739,8,-6.908,0,0.234,0.0311,0.0,0.202,0.86,127.965,4
Think About That Way Feat. Rameez,1Byxt8jIJ9Z0DLyuJWWzw2,0.678,0.804,0,-6.638,1,0.0727,0.00246,0.0,0.694,0.505,127.974,1
Phenomenon - Video Mix,40aYUDD9hAd0ZWysIyVmMq,0.686,0.861,0,-4.563,1,0.0492,0.15,0.0,0.34,0.881,128.052,5
What Love Can Do - Radio Edit,1SkzMr2ML5wikcp4opKsRK,0.654,0.757,7,-4.479,0,0.0324,0.0447,0.00064,0.34,0.622,127.942,3
Get Up (Rattle),1Yij3FYLKkTAijFFZJDUMv,0.744,0.957,7,-4.8,1,0.0519,0.00152,0.884,0.352,0.529,127.991,2
Silhouettes - Syn Cole Creamfields Mix Radio Edit,4X2BIIya9UFeVKF9G6nU4d,0.616,0.86,5,-2.711,0,0.0557,0.0354,0.000148,0.0738,0.522,127.995,3
Broadway - Radio Edit,65njYnBug22mrZaZZPYhY9,0.681,0.904,11,-4.942,0,0.0459,0.0323,0.00558,0.105,0.407,127.945,3
"Back in Time - featured in ""Men In Black 3""",0xh2kZQ3rDB47IS8aVNqrf,0.729,0.911,0,-4.5,1,0.045,0.00205,1.39e-06,0.295,0.74,127.087,5
Midnight Sun,5mjyJx3gBWhUxEa6bzDcfm,0.934,0.703,1,-3.747,1,0.102,0.0392,0.000448,0.0658,0.667,128.036,5
Party Shaker - Video Edit,6tYYEhNoXlPfjgkMmFpd5k,0.669,0.923,7,-4.113,1,0.0332,0.0102,2.49e-06,0.0659,0.967,127.998,5
Sing La La la (feat. Flo Rida & Dale Saunders) [E-Partment Extended Mix],5vVgqv5VvegZAqebNW9jmq,0.727,0.827,9,-3.401,1,0.0653,0.00191,0.000176,0.181,0.636,127.978,5
Million Voices - Radio Edit,3dIDJj2RaJGNzPjk7HFONt,0.579,0.858,8,-7.365,1,0.0378,0.00234,0.00881,0.0855,0.086,125.928,6
Ready or Not - Video Edit,4XyVSfSib4a2pGvY4qS3Av,0.672,0.887,2,-6.251,1,0.0288,0.0218,0.00294,0.119,0.943,128.015,5
Just A Little Bit (Spencer & Hill Airplay Edit),69jn8T6NBs4PTY0AcWgpbY,0.692,0.841,4,-7.957,0,0.0389,0.000214,0.662,0.658,0.931,126.539,1
Crazy World - Radio Edit,3xGAT0fLlToLLvu3fgxxdZ,0.637,0.889,0,-3.877,1,0.0529,0.233,0.0,0.253,0.59,128.012,5
Touch the Stars,1UL26Q1Cce2R3Yqkj3CIjB,0.756,0.881,4,-3.848,0,0.0899,0.029,2.32e-05,0.317,0.704,126.974,3
Shut Up And Kiss Me (Edit),7hKmy034mrrHKYIQYPgT5a,0.652,0.733,11,-5.88,1,0.0338,0.00723,0.0,0.127,0.534,127.982,5
Hurricane - Radio Edit,7l6A4bb1VrwMfsLBazU8Jd,0.711,0.927,10,-2.751,1,0.037,0.0789,0.0,0.103,0.693,128.014,5
So in Luv - Video Edit,1RjeQ6foIFnrh1zm1cVVlq,0.566,0.933,1,-4.094,0,0.107,0.0919,0.0,0.725,0.847,128.04,1
Numb,0IGqnANwfZgUFpoPRXQxFj,0.577,0.687,8,-7.601,1,0.0471,0.0113,4.42e-06,0.112,0.291,124.956,6
Saturday Night - Max K. Remix Edit,7zON42SN7QjyH3FVq64P3b,0.656,0.941,11,-3.415,1,0.0821,0.0384,0.0,0.371,0.831,130.042,5
I'm All Yours,1UMWbdzeucChFiry9SYQ2w,0.664,0.886,0,-4.055,0,0.0385,0.0259,0.0,0.283,0.669,128.027,3
Star - Radio Edit,1iEvGVn8P8DdZxuBlg1gMH,0.753,0.581,11,-5.675,0,0.0606,0.006,0.0,0.074,0.789,128.953,3
Never,0jvJ0cZLteOkR20c9WrFo1,0.649,0.816,5,-4.802,1,0.0599,0.0552,0.0,0.162,0.451,130.012,5
Calling (Lose My Mind) - Radio Edit,4KgWBRfUQtKIeFcdY4r1Lv,0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098,6
U & I (Hakuna Matata) - David May Original Mix,0PVVdjDX248myMhX9gQSMP,0.58,0.988,2,-3.366,0,0.11,0.136,0.0,0.953,0.505,127.032,1
Love Is Everywhere - Radio Edit,6nmOMeiT7cGYEfeqRqUNN8,0.627,0.852,2,-5.208,1,0.0386,0.00297,6.69e-05,0.239,0.453,130.002,5
Le Bump - Original Mix,4ijX4FOkSXSxK1vqAi9oqX,0.943,0.705,6,-6.554,0,0.237,0.00927,0.00016,0.0816,0.715,125.01,4
Hollywood - Video Edit,1U6uT5ec8DX7dF9TnaTRNk,0.768,0.863,9,-4.908,1,0.378,0.138,1.57e-06,0.379,0.598,128.017,4
Ubap - Video Mix,6gVLPC6hQyucaJrqTRSYhz,0.804,0.697,0,-4.142,1,0.0451,0.112,0.0,0.163,0.586,126.965,5
Long Time (feat. Andreas Moe) - Radio Edit,5Rcq5IW9Yjh6kuNQHZWaAC,0.524,0.814,1,-8.225,0,0.044,0.039,1.8e-06,0.366,0.358,127.961,3
The One and Only - Original Edit,4HA1Wmj5wlOjmQfs8RfbzX,0.633,0.858,11,-4.525,1,0.0366,0.00181,1.95e-05,0.0657,0.784,128.012,5
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,4q7dBdsALA5BSunzryc104,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,3
"Tease Me, Please Me",3CFya7ThSntoBa2BtGlc1g,0.682,0.966,4,-3.731,1,0.064,0.303,9.56e-05,0.573,0.267,128.028,1
All I Live For - DJ Antoine vs Mad Mark 2k13 Radio Edit,05ag7ByV8Nia3bLJfsugx2,0.617,0.873,0,-4.406,1,0.0299,0.106,0.0,0.1,0.338,127.939,5
Holidays - Radio Edit,5j857gB4NASf6Ejj3wt4R5,0.648,0.761,1,-3.365,1,0.0385,0.0028,0.0,0.382,0.617,128.048,5
Hangover,5pmL3RzOy3IvGFaSDi4hZL,0.606,0.883,3,-3.243,1,0.0423,0.00872,0.0,0.0698,0.608,128.053,5
Tonight - R.I.O. Video Edit,0QlxihOJXmF51yir8AcsJO,0.587,0.856,2,-6.01,1,0.0345,0.0148,0.0,0.262,0.765,128.003,5
Last Night a D.J. Saved My Life - Radio Mix,2ej5qTyb0hzZoNSrOwS3cV,0.701,0.93,6,-1.72,0,0.0847,0.0657,6.67e-06,0.167,0.341,128.024,3
Party Around the World - Michael Mind Project Remix Edit,1BUbceB1E8p52rgIeChqXw,0.637,0.933,5,-3.998,1,0.0801,0.0323,0.0,0.182,0.765,127.938,5
Real Love - Radio Mix,7EptYWcHss7te9c7vWWX5D,0.581,0.85,2,-3.23,0,0.0662,0.00787,0.000242,0.136,0.35,127.994,3
"Tease Me, Please Me - Gordon & Doyle Remix",1wqp8xvR7iQi84A6H038fM,0.772,0.595,6,-6.115,1,0.12,0.0105,0.00181,0.0537,0.588,127.994,5
Higher - Radio Edit,2Brqwci6SxhogBJmvxxoBm,0.636,0.76,8,-9.14,0,0.372,0.0143,0.01,0.516,0.404,128.008,4
Children - Original Higher Level Mix,4G0umjgADSAcLf7r1XFNCa,0.653,0.931,6,-5.886,1,0.047,0.00477,0.608,0.296,0.211,128.009,2
Broadway - DJ Antoine vs Mad Mark 2K12 Radio Edit,76Srg0mGkwXr4cjBOsB9Rt,0.784,0.747,11,-4.963,0,0.0533,0.0438,0.000419,0.0717,0.7,127.969,3
Resurrection - Axwell's Recut Radio Version,2WaA5bVXcIqqpz9j0gd7qK,0.666,0.952,3,-2.492,1,0.0359,0.0318,0.678,0.216,0.622,128.076,2
Turn Me On (feat. Nicki Minaj),6F6TsdD0ijquDSjcr9lgIt,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,1
Get Back (ASAP),7BL31BmBCDfT20sX0dQiDl,0.715,0.912,0,-3.865,0,0.039,0.0437,0.35,0.17,0.718,127.99,3
The Night Out,11HMrY3pmoKx1V7cPnEtm0,0.613,0.792,8,-2.971,0,0.103,0.000356,0.00139,0.0848,0.646,128.006,3
Here We Go (Allez allez) - Michael Mind Project Radio Edit,2BXrFhng9C4diq4Tjae2oR,0.502,0.924,0,-4.955,1,0.11,0.00183,0.0,0.292,0.424,129.976,6
Club Rocker - Radio Version,0WPNwTMwGKVkwNvf8PEoaO,0.789,0.882,11,-3.68,1,0.151,0.0432,8.91e-05,0.33,0.772,128.016,5
Endless Summer - Video Version,6F7sfgV9Ywd5BeDOXk9VXI,0.629,0.911,3,-4.069,0,0.204,0.164,0.0,0.13,0.789,124.918,3
Stamp On The Ground - Radio Edit,3SQIx3rfFt0jWsxbyOrUPJ,0.645,0.833,11,-7.616,0,0.049,0.2,0.00591,0.136,0.334,149.972,3
Rock to the Beat - Video Mix,67g6nsPt1dJoLDeDmjteW4,0.705,0.73,5,-7.426,1,0.0352,0.00404,0.0,0.381,0.547,127.969,5
Holiday - DJ Antoine Vs Mad Mark 2K15 Radio Edit,6CuDGNCQVx5tNEccqsOPJz,0.77,0.823,1,-3.713,1,0.038,0.224,2.71e-05,0.0913,0.58,125.975,5
No Superstar - Radio Edit,477JClr5vzgSTVLm8gVTfp,0.454,0.863,11,-4.992,0,0.04,0.00371,0.0275,0.0947,0.569,128.002,3
Miracles - Radio Edit,7HKzBOp0gjgxLkrMs9OAJ5,0.571,0.91,2,-2.925,1,0.0467,0.107,0.0,0.264,0.49,127.987,6
Infinity 2008 - Klaas Vocal Edit,3aQz0z86zrKjd1mcZlonxE,0.498,0.862,7,-6.02,0,0.0589,0.000313,0.00941,0.352,0.47,128.034,3
Remember to Forget - Michael Mind Project Radio Edit,21yRkWUb2mgCoI5dLXj8RG,0.588,0.932,5,-3.882,0,0.0717,0.00346,0.0,0.114,0.572,129.961,3
Deep in Love (Radio Edit),15kpbj95JXuxQgEYcg5g80,0.734,0.794,1,-5.897,1,0.0413,0.0436,1.38e-06,0.214,0.368,128.082,5
Zaleilah,2i4jGe5A43xlRpiW1DJWRI,0.692,0.816,0,-4.724,1,0.0516,0.0265,0.000684,0.32,0.794,126.989,5
Sweet Child O' Mine,7o2CTH4ctstm8TNelqjb51,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,6
Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,5
Sun Is Up - Play & Win Radio Edit,6e4O8ZjQOj7LFnypwXJ4nz,0.822,0.879,5,-4.541,0,0.0536,0.0719,0.16,0.0361,0.597,128.038,3
Iconic,7Ki042RCrkOxG9boiMPwIg,0.62,0.777,9,-5.674,0,0.238,0.000714,0.00882,0.147,0.6,126.986,4
I Follow Rivers - The Magician Remix,4Jv7lweGIUOFQ7Oq2AtAh9,0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,3
Spectrum,1dFkD1JfRMzwO6hwUsE8aS,0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,3
Where Them Girls At (feat. Nicki Minaj & Flo Rida),7yO48FWUkqsrdxrwkGcnwl,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,5
Fiesta - Michael Mind Project Radio Edit,0vgWM2lDIYxbEpr8jklmph,0.597,0.922,6,-5.69,1,0.149,0.0179,0.0,0.364,0.726,127.844,5
To the People - DJ Antoine vs Mad Mark 2K13 Radio Edit,0DttRprdNNG8eVcwfdD4Hk,0.77,0.817,8,-5.485,1,0.0589,0.0472,0.0,0.272,0.961,122.017,5
The Way We Are - DJ Antoine vs Mad Mark Radio Edit,1jXZAX6gmF2T2tORxcEMZJ,0.655,0.719,9,-6.012,0,0.0397,0.147,0.0,0.0928,0.513,128.051,3
Party Crash - Video Edit,4rqitXxhXMAfDeFYBoBdUx,0.799,0.734,10,-5.15,0,0.12,0.0573,0.0,0.0782,0.689,128.032,3
Wake Me Up,0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,5
Around the World - Radio Mix,1P3Rsz8hh3w3arUZVpAGY2,0.645,0.88,1,-4.876,0,0.251,0.0259,0.0,0.491,0.532,129.976,1
Get It Started (feat. Shakira),2JA6A6Y5f4m7PawM58U2Op,0.693,0.849,1,-3.259,0,0.189,0.0668,0.0,0.69,0.599,128.971,1
Welcome to the Dancefloor - Video Edit,2H0lhl8q7nZ1N88FF6XCX5,0.563,0.963,6,-3.55,0,0.0403,0.00154,0.0,0.0735,0.492,127.934,3
A Night Like This - Radio Edit,3KreXAIkcw68QN01938oSR,0.68,0.871,0,-2.69,1,0.0348,0.00315,2.98e-05,0.184,0.397,129.978,5
4 AM - Radio Version,4f9A306GspUxcbLxR8Tqpv,0.586,0.884,8,-5.73,1,0.188,0.00151,0.0,0.328,0.285,132.03,6
Do It All Night - Michael Mind Radio Edit,69fzEFvTU6ks6Ccn2IzEjB,0.702,0.857,0,-6.031,0,0.0344,0.0138,1.73e-05,0.306,0.734,129.994,3
Balada - Ao Vivo,0zZnBbRW4Dt4cJKVtUQFwF,0.675,0.958,11,-4.208,0,0.0611,0.17,0.0,0.965,0.813,128.006,1
Can't Stop Me - Radio Edit,57RL7qQAyB1Bh1hGIT3WLf,0.44,0.83,0,-4.485,0,0.234,0.109,0.0,0.0456,0.378,129.963,6
Sweat - Remix,0R7YVi7w41Dr9jU5vblAok,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,5
T-Rex - Mdk Edit,7hfOe922SDFchmKfNPjle8,0.766,0.945,11,-2.517,0,0.0667,0.00992,0.493,0.101,0.359,130.009,2
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,5iY4ME9owPdS6R99Kcz5Gr,0.73,0.937,7,-5.303,0,0.0675,0.00466,4.98e-05,0.573,0.669,125.001,1
Party Rock Anthem,1ve0SgTZkv3wdggJLqtBYU,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,3
Yee,7c8oG0bHh9WCTRYKCiUudb,0.732,0.989,5,-4.172,0,0.0483,0.102,0.748,0.0551,0.684,127.984,2
Rosana,73ACPH1HBxaFvjbPqvs5O2,0.673,0.704,9,-6.81,1,0.251,0.000952,0.00085,0.133,0.729,171.898,4
Wild One Two (feat. Nicky Romero and Sia),3l2xQwzdNcor10Pz49JqeN,0.703,0.684,8,-6.532,1,0.0778,0.00164,0.000378,0.0744,0.217,126.027,5
We Run The Night,7jhVSe15aMv8r2XFg3AyCF,0.697,0.842,9,-4.403,0,0.173,0.00686,1.83e-06,0.681,0.733,127.023,1
Rayos de Sol,1d5obgzCOtwq9qaxfe4Hpw,0.747,0.872,8,-4.233,1,0.0355,0.0742,0.00039,0.149,0.882,128.013,5
Insomnia,022bp5oecOlSvWC6Y79P8X,0.641,0.915,11,-5.356,0,0.0679,0.0105,0.714,0.0916,0.484,129.933,2
Blackout,3RLC8jJmDOZwrJ5izaISXr,0.662,0.819,6,-4.609,1,0.124,0.00537,0.0,0.0498,0.801,122.951,5
Night to Remember - Original Mix,093R3MmcdzPTm6FPQsjMli,0.754,0.815,5,-5.957,0,0.0566,0.00613,0.00813,0.0571,0.395,127.994,3
Woke up Like This - DJ Antoine Vs Mad Mark 2K15 Radio Edit,7mWM7SfLhYrFYt9v2C26TV,0.71,0.904,5,-4.828,0,0.0636,0.11,2.32e-06,0.0783,0.883,130.073,3
Pound The Alarm,5kcE7pp02ezLZaUbbMv3Iq,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,5
Memories (feat. Kid Cudi),5xYC48nOppVemY6U5GRGTb,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983,4
Miss Sunshine,4Gg3zchwHbZqGq9ZE5tNsB,0.681,0.924,6,-7.387,1,0.0621,0.0433,0.0,0.123,0.746,129.964,5
Club Go Mad - Video Edit,50IcDYXpOy11SbyjVzUvLG,0.735,0.904,8,-4.792,1,0.0336,0.0424,0.0,0.0789,0.963,128.029,5
Toulouse - Bobby Anthony Vocal Mix,2bsyecmZCgdlsCZ3sWVZ99,0.642,0.834,5,-5.529,0,0.269,0.328,0.0,0.509,0.606,127.881,4
"100% Freaky (feat. Pitbull, R.J. & Play-N-Skillz) [David May Edit Mix]",7FxvdDtRSPBAs6XCr7FTtR,0.566,0.932,7,-2.958,0,0.106,0.0208,1.6e-05,0.382,0.847,128.028,3
Ready or Not Here I Come - Radio Edit,1nRSJ94aBHHxzQ7CP9GlEh,0.611,0.896,1,-4.844,1,0.0852,0.00396,0.000244,0.341,0.124,128.03,6
Stereo Love - Edit,2Xf4RoFpi7n06ppsGKbxiq,0.801,0.786,9,-3.781,1,0.0322,0.0439,0.0346,0.104,0.549,127.061,5
Rockstar - Radio Edit,2CBcvupKqO5NKIqsht62CM,0.731,0.904,8,-3.536,0,0.0485,0.00201,2.22e-05,0.343,0.237,127.97,3
Bang Bang (Explode) - VooDoo & Serano Radio Mix,1w32ES4yor3ZZFvR9wLoWs,0.628,0.88,6,-1.754,1,0.035,0.0111,0.0116,0.0558,0.478,128.001,5
L'amour toujours (feat. Delaney Jane) - Tiësto Edit,4UutBLYMby6whu2bMYh9Oa,0.591,0.931,3,-2.867,1,0.0969,0.00763,0.000216,0.153,0.17,129.975,6
Radio Hardcore,6r60qabTkCaTrZtv9gYECO,0.579,0.947,0,-6.429,0,0.157,0.0226,0.0,0.233,0.553,74.999,3
Seek Bromance - Avicii Vocal Edit,6J7ZSdEEYo3ns4gnHdwRL0,0.515,0.837,11,-2.552,1,0.0401,0.0868,0.0,0.0403,0.52,126.026,6
Years,4MXnP2Lmgo8Xeuo0ahjzQL,0.362,0.858,2,-3.92,1,0.0743,0.00211,1.26e-06,0.25,0.279,127.889,6
Sexy Bitch (feat. Akon),127uq83uGFapbddqiMUKky,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,3
We'll Be Coming Back (feat. Example),7B1Dl3tXqySkB8OPEwVvSu,0.596,0.952,7,-4.364,1,0.0873,0.00131,0.0,0.598,0.571,127.945,1
Single Ladies - Bodybangers Radio Edit,2G8CsxT86O78UeObH82ujP,0.778,0.783,4,-6.557,0,0.059,0.00249,2.42e-05,0.332,0.534,128.019,3
Feed Me Diamonds - Video Mix,4SDgoi2C9n4SrUcwesMRfg,0.55,0.598,7,-5.42,1,0.0348,0.0321,0.0,0.207,0.249,130.03,6
Party Animal - Mike Candys Radio Edit,3JkvLhhG831MahIuGtkkNk,0.645,0.946,3,-5.304,0,0.0704,0.0415,5.31e-05,0.131,0.427,130.003,3
Non Non Non - Rob & Chris Remix,1wZIQAaB4nxV8FC3X8FLBI,0.858,0.758,10,-7.05,1,0.0493,0.024,0.366,0.406,0.751,129.993,5
Together Again - Extended Vocal Mix,0tm9fKo4yJhjE0TDvzxYzv,0.745,0.881,6,-5.157,0,0.0466,0.00508,0.789,0.0443,0.618,130.001,2
Summer of Love,5AzuRUQBFH1xtxZlUtT0VJ,0.569,0.747,8,-5.634,1,0.0476,0.00273,1.31e-05,0.247,0.549,127.94,5
One - Radio Edit,41KPpw0EZCytxNkmEMJVgr,0.802,0.781,0,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125.026,2
Got 2 Luv U (feat. Alexis Jordan),68Cttjj02Slyyqw79XVLBN,0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,4
Got 2 Luv U (feat. Alexis Jordan),68Cttjj02Slyyqw79XVLBN,0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,4
Got 2 Luv U (feat. Alexis Jordan),68Cttjj02Slyyqw79XVLBN,0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,4
Got 2 Luv U (feat. Alexis Jordan),68Cttjj02Slyyqw79XVLBN,0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,4
Booyah - Radio Edit,2EpS5TgdngSISM63rhBsnK,0.559,0.916,11,-3.05,1,0.0626,0.0453,1.26e-05,0.225,0.195,128.012,6
Crank It Up (feat. Akon),2C0B4gD8bIUn01eqdEcilH,0.725,0.879,11,-3.336,0,0.0551,0.0119,3.5e-05,0.367,0.638,128.03,3
Destination - Michael Mind Edit,3B7eqcxFfW7jhoCFCCP8Ll,0.654,0.868,8,-5.181,1,0.0387,0.000485,9.02e-05,0.34,0.659,129.978,5
Turn Up The Love,4HQ9gXAtONKs8NCM0MFUTu,0.752,0.872,6,-4.186,1,0.117,0.12,0.0,0.234,0.677,123.888,5
Kids,7bVFBtEO81LmuOWDm62tdK,0.68,0.468,9,-11.128,1,0.0947,0.0311,0.0,0.207,0.348,84.994,5
Born to Run,6hTcuIQa0sxrrByu9wTD7s,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,6
Pana La Sange,5qs5ALRdflQsss1CTVQdcm,0.533,0.723,1,-4.119,0,0.0679,0.299,0.0,0.268,0.299,142.023,3
Mai Stai,4HR9LaChPqIBfJ0n0ef9lU,0.518,0.784,2,-5.048,0,0.0783,0.139,0.0,0.113,0.466,88.952,3
Bad Liar,2fZQIJew3nkNe99s2PKzul,0.965,0.414,1,-6.408,1,0.0713,0.189,0.0,0.0767,0.728,121.032,5
I Feel It Coming,5GXAXm5YOmYT0kL5jHvYBt,0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99,3
Eye of the Tiger,2KH16WveTQWT6KOG9Rg6e2,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,3
La Bamba,6uU5OBhGUE1ngSKDj4wtoq,0.348,0.751,0,-12.823,1,0.0494,0.0699,0.000738,0.208,0.886,156.509,6
Rock It,3gkUWlXM4gDUZbKn5WO3N9,0.718,0.532,5,-4.132,1,0.0298,0.0582,1.8e-06,0.0918,0.934,106.945,5
The Only Exception,3ZHfX6kbiY7JVsB63lLOLu,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,6
3005,2ZltjIqztEpZtafc8w0I9t,0.472,0.448,6,-7.272,0,0.326,0.113,0.0,0.0914,0.636,166.077,4
Champion,1DRUwJSt2YOUUEz965OJ66,0.31,0.905,0,-4.109,1,0.253,0.000927,3.1e-05,0.431,0.309,187.796,6
The Time (Dirty Bit),7vWFaMq63AwkFDhS2OAg5u,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,1
Where Is The Love?,7oPnZNl1acGA7ELxsNirrR,0.834,0.699,5,-3.222,1,0.196,0.111,0.0,0.131,0.803,94.069,5
Are You Gonna Be My Girl,305WCRhhS10XUcH6AEwZk6,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,5
Rollover D.J.,2CNYns4imTBYe52m98xXqM,0.489,0.918,0,-3.762,1,0.0513,0.000309,8.59e-06,0.102,0.63,133.554,6
Boneless,38imhzN6mhvRLULVCdwXNP,0.743,0.962,11,-3.205,0,0.0629,0.00445,0.613,0.352,0.643,127.99,2
Love Love Peace Peace,7eYAvYuZsa9IeQ4VCdls83,0.601,0.811,8,-5.779,1,0.158,0.304,0.0,0.523,0.5,106.977,1
From Eden,0bkW98npv8EsWQ2fXFzK56,0.395,0.676,0,-5.46,1,0.0498,0.608,4.86e-05,0.117,0.315,142.929,6
Cherry Wine - Live,4Q66chx9WzqWcLItXoZ5r4,0.418,0.111,1,-14.848,1,0.0389,0.953,0.00342,0.0982,0.228,82.508,0
Some Nights,67WTwafOMgegV6ABnBQxcE,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,5
Space,1kP7vR2ZYmqUZUwrvLY0vp,0.578,0.941,9,-4.027,0,0.087,0.00595,0.0,0.107,0.537,120.06,3
Break My Heart (feat. Eli),7uXlwCbW8Q2zgc7WBTKJoq,0.443,0.459,2,-7.463,1,0.0617,0.348,5.46e-05,0.0958,0.177,174.57,6
Vidlik,6BdZYdhqLmAVIf3hZxfwCx,0.714,0.182,4,-12.267,0,0.537,0.846,0.0656,0.102,0.155,116.993,4
Skeletons,4NtcojKRdDC5AL9PtxlAQN,0.475,0.652,6,-7.38,0,0.0383,0.0388,5.19e-06,0.0999,0.3,89.821,3
