name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Mind Trip - Original Mix,6JQhVokVnOEfgYYMKgEXgO,0.964,0.85,9,-4.078,0,0.202,0.00104,0.0915,0.0591,0.338,128.016,3
Dizzy,7JXLs5aQaYDmPrkxBdN2ea,0.8,0.939,4,-3.609,0,0.0557,0.00227,0.276,0.0763,0.205,127.991,3
Shot Gun - Deorrro Remix,27mUgA23AmcKTjcKtwfDbU,0.709,0.996,1,-2.1,1,0.148,0.00541,0.361,0.0345,0.525,127.976,5
Loco - VINAI Remix,4Kg4PZaTD5q3kIBzDsKkT1,0.58,0.825,10,-4.847,1,0.0466,0.00156,0.572,0.862,0.0489,128.01,1
Higher Ground (feat. Blissando) - Jebu Remix,11ZkmYdGT8E3ZAsODee1iT,0.833,0.926,8,-3.217,0,0.0463,0.00925,0.949,0.081,0.519,128.019,2
Summer - Klaas Dub Mix,1mvYFRZYJxSGoBhD8SmiWP,0.598,0.915,5,-3.131,0,0.0327,0.000311,0.0322,0.0824,0.445,127.979,3
We Are (feat. Pearl) - Original Mix,4HcrRdr0nMnbSEF4DxoGpb,0.86,0.912,6,-3.836,0,0.25,0.00447,0.135,0.635,0.336,127.989,1
Clap Your Hands - Original Mix,6MMR3UNN25mag1Ci0eL3Af,0.686,0.869,9,-5.717,0,0.0617,0.00447,0.000284,0.0547,0.518,128.014,3
If Only - Radio Edit,6LDDG3XWzp09oZ6qxSJWUD,0.71,0.942,0,-2.322,1,0.0611,0.00093,0.00969,0.0463,0.173,128.028,5
Come Back Down (feat. TJR),4t5PkLyu2jcFWeUDMrlDBC,0.945,0.812,9,-5.208,0,0.372,0.00598,0.02,0.457,0.106,127.986,4
Swish - Original Mix,3nEhmPYRQRVGAimliwQfCZ,0.807,0.905,6,-3.358,0,0.24,0.0031,0.302,0.141,0.308,128.018,4
Don't Stop the Rhythm - Dj Kuba & Neitan Remix,1NkMhyVDr68M07xa2bTuAB,0.687,0.998,2,-1.304,1,0.291,0.000476,0.0431,0.329,0.129,128.007,4
Bounce Generation - Radio Edit,2zF3lrawx23UEWxDFiNDMd,0.831,0.968,0,-3.817,1,0.0492,0.00201,0.759,0.246,0.785,128.021,2
DTB - Original Mix,2UuUDz63N7OF2jT60Wv6Ch,0.795,0.723,4,-5.2,1,0.0613,0.00287,0.00175,0.0935,0.18,128.014,5
Huntsman - Original Mix,3qTukrReM1PGhhB7YqgDAa,0.694,0.748,0,-5.559,1,0.062,0.000678,0.000857,0.0815,0.243,128.012,5
Solace - Original Mix,1tsNkqndKsRUdxzZmArX4K,0.778,0.814,9,-5.796,1,0.0683,0.000634,0.724,0.0288,0.393,127.983,2
RIOT! - Original Mix,2XTRgjS91MEVVbJwvgjXdk,0.797,0.801,7,-5.729,1,0.0777,0.00275,0.183,0.95,0.147,128.009,1
Girl Whassup - Original Mix,0iixV8166h3vN8uS7Az1H1,0.696,0.867,6,-4.72,1,0.167,0.000989,0.00841,0.0893,0.345,128.004,5
No Proof - Original Mix,3f0ygPiJHP5Q7JeIb5OhS7,0.876,0.847,2,-2.101,1,0.0977,0.00731,0.315,0.0749,0.441,128.009,5
Computer Love - DJ Kuba & Ne!Tan Remix,6MugwCUAygbHqrsXKqsEgd,0.647,0.95,11,-3.703,0,0.134,0.00797,0.00118,0.152,0.239,128.001,3
Wasted - R3hab Remix,4qnuCzCTwo1dRLoGqjBVsm,0.977,0.459,11,-5.026,1,0.232,0.033,5.02e-06,0.0713,0.543,127.975,4
Check My Swagger - Original Mix,0S6Eokz1VrPIiWiSAclm5n,0.721,0.432,6,-9.183,0,0.333,0.00142,0.745,0.122,0.171,127.945,2
Rockit - JayyFresh Remix,3mPYO3MoLF1NolWf8PtjuS,0.852,0.792,9,-2.134,0,0.211,0.0257,0.329,0.137,0.328,129.974,3
Diablo - Original Mix,0kv3JM6jUf9SQgNoEE3OLi,0.793,0.865,6,-4.175,1,0.0702,0.00105,0.677,0.0877,0.537,126.03,2
The Buzz,0fRRmyH7ZnETx6ePxurUWG,0.752,0.972,6,-4.423,0,0.212,0.00736,0.724,0.0726,0.135,127.982,2
The Moment (feat. Sarah Bodle),3tQm2kNl2pqtUVaeDZqHyM,0.668,0.773,2,-5.01,1,0.311,0.0526,0.0225,0.315,0.25,128.341,4
When the Lights Go Out - Radio Edit,4cBtrEovIKLyfOvdOUGZNU,0.753,0.789,7,-3.357,1,0.0367,9.35e-05,0.871,0.0403,0.861,130.005,2
Hypnotica,40JtFcDxumsAabjxMiBmIw,0.62,0.806,4,-4.348,1,0.0363,0.000661,0.439,0.682,0.23,127.994,1
Pineapple,3kxd5PRf44vPCLeMxXWxTO,0.788,0.754,4,-2.272,0,0.0461,0.014,0.263,0.0834,0.396,128.031,3
Brain Damage,6Nym8VIG6jsH3ipAfBgqVj,0.624,0.987,11,0.075,0,0.0854,0.000111,0.608,0.328,0.0446,128.045,2
Bananas - Original Mix,2rxWNApRympstzzJuPmYBb,0.914,0.756,8,-3.408,1,0.249,0.00924,0.0156,0.148,0.375,128.025,4
#SELFIE - Will Sparks Remix,74KKgFD4VKyS8X2yyfjYh8,0.676,0.944,7,-3.227,1,0.0554,0.00287,0.329,0.621,0.0572,127.947,1
Rambo - Hardwell Edit,36alsPOroeWXUyTDsoeixK,0.656,0.913,6,-4.21,0,0.0401,0.00394,0.5,0.0603,0.361,127.99,2
Slapjack,2V1nvhk7X2OLc1wQS0to40,0.706,0.884,8,-6.461,1,0.0803,0.000511,0.368,0.0628,0.0738,127.991,2
Colors - SCNDL Remix,1jqxHKqsqUhilDKbLml6sq,0.772,0.89,11,-4.117,1,0.178,0.00485,0.622,0.212,0.613,127.994,2
Hard Nation,5azRGWb1P8W6XdIy9DjQ37,0.43,0.784,6,-4.371,0,0.0668,0.00156,0.787,0.0945,0.139,127.994,2
Tomahawk - Original Mix,5IRjRZTsWZ87UIuIOnrDUA,0.764,0.947,10,-4.344,0,0.0596,0.000201,0.51,0.059,0.535,128.004,2
Billy Brass - Original Mix,2z46OgVn92zwmpe0IuABCT,0.749,0.996,6,-1.592,0,0.235,0.00214,0.241,0.0846,0.173,127.982,4
Brakeless - Original Mix,1xc7E8Eif3Hfx0KTGIF09A,0.626,0.983,9,-1.802,1,0.0937,0.00188,0.000827,0.171,0.188,128.006,6
Unstoppable - Vinai Remix,5yWIsCOgbiSfwhNfG9p8SF,0.737,0.923,4,-2.636,1,0.159,0.0125,0.000881,0.139,0.611,127.974,5
That's My Jam - Original Mix,5PFdPmUhbfSUSpCpHLD8Tj,0.936,0.659,7,-4.875,1,0.072,0.056,0.304,0.13,0.393,127.989,5
Glory - Original Mix,42pFWWOnBJtj9SyW9RxlaY,0.849,0.912,1,-4.533,1,0.083,0.17,0.654,0.0928,0.263,128.019,2
This Is What the Bounce Is,1lKbz0mG7oSIAfOTHGJI9p,0.639,0.737,2,-3.864,1,0.115,0.00282,0.0092,0.0857,0.0837,127.966,6
Charge - Original Mix,6OBJbGKYfqJU6ApL07rpvs,0.755,0.965,10,-4.275,1,0.218,0.00376,0.833,0.0568,0.212,128.009,2
Make Me Jump - Original Mix,6a42EPbGBDTH3NEvR8Wjes,0.392,0.898,4,-2.442,1,0.0744,0.00452,0.878,0.105,0.0927,191.893,2
King Cobra - Original Mix,2OmC8rC8BAHzv1cR9KYg2s,0.656,0.809,5,-5.747,0,0.129,0.0306,0.492,0.223,0.0416,128.009,2
Dechorro - Whyel Remix,6LpTgPLOA21kzjh3pdLxoJ,0.784,0.638,1,-10.589,1,0.406,0.0202,0.00135,0.0574,0.617,127.957,4
Dance Floor Killer,6q6MFyeVpdp1Pr4x5JyilA,0.873,0.708,4,-6.076,1,0.204,0.00491,0.0319,0.0888,0.446,127.979,4
Trumpsta - Dirty Palm Remix,0Im3g4N7EFkHvFySkahxoQ,0.824,0.725,5,-3.732,0,0.221,0.00507,0.00017,0.0678,0.736,127.981,3
Dechorro - Uberjak'd Remix,3KlficBdBrFe8170i5sRes,0.692,0.953,2,-3.836,1,0.0859,0.00018,0.469,0.0796,0.423,127.996,2
Back 2 Front,3QB4lSy3vN2B1zmP2Rkn4y,0.777,0.78,11,-6.069,0,0.0513,0.0147,0.882,0.0681,0.282,128.021,2
To The Beat - D!rty So Fresh Remix,1qFbdKKyNWIRa4f0AF8EOi,0.76,0.589,6,-7.712,0,0.125,0.00499,0.689,0.651,0.291,127.995,1
Elude (Original Mix),4dOxUwqiP5vrAijANL2uMU,0.649,0.913,9,-4.334,1,0.0466,0.00577,0.845,0.685,0.548,128.015,2
Come At Me - Original Mix,5K2F8xwFhf2b9VSVukefue,0.479,0.913,6,-4.881,1,0.0889,0.00714,0.911,0.349,0.36,128.083,2
Fracture - Krunk! Remix,4TGGgdhqDSJmJ0rUgQAq7R,0.789,0.902,10,-3.18,1,0.0517,0.00011,0.197,0.085,0.554,128.009,5
"1, 2, 3, Yeah - Original Mix",1Z6tKNCPFEG84zPzTAJuPt,0.862,0.802,9,-6.274,0,0.0712,0.027,0.687,0.0288,0.513,127.987,2
Keep It Movin - Original Mix,39GoXfv3IW5Mhqv1syFdUb,0.896,0.736,11,-5.263,0,0.118,0.0304,0.0406,0.31,0.321,128.021,3
Bounce! - Orkestrated Remix,4UDJCwxOPPJFplJJxTRZ3q,0.756,0.972,10,-3.826,0,0.0693,0.0114,0.75,0.289,0.777,126.031,2
Knight Time,3qj4fjFMJ1wOUUALQMbNsR,0.72,0.42,6,-5.791,0,0.0751,0.000199,0.765,0.0775,0.525,128.004,2
Turn That Thing Down - SCNDL Remix,1ruYe02xJ7tANKvZZ5tcRf,0.72,0.891,9,-4.789,1,0.0442,0.0501,0.579,0.0705,0.451,128.051,2
Snapback - Alvaro Remix,4AxbtN2ndxiblub8q1RGwJ,0.88,0.996,2,-3.695,1,0.141,0.0702,0.0573,0.125,0.349,128.02,5
Polluted (Taito Remix),4FqfmTZJdYB40bFHpzlxDg,0.833,0.9,1,-3.063,1,0.0404,0.00361,0.00542,0.0961,0.841,128.0,5
Rage,0jYhJGD4kHUX0pyU60Eo2F,0.649,0.99,11,-1.888,1,0.112,0.000744,0.328,0.0626,0.208,127.964,6
How We Party,6Yis2VwVcABCNVEutLgAf7,0.591,0.863,9,-3.401,1,0.0675,0.00725,0.0223,0.931,0.187,127.985,1
Unstoppable - Will Sparks Remix,2RBUqm8EixbiNWQrW3FhBk,0.647,0.923,5,-1.95,0,0.0475,0.0065,0.824,0.0824,0.124,128.021,2
Blowfish,4MC2PcJN9lUKQWj2GkpG8B,0.826,0.871,9,-5.736,1,0.136,0.000733,0.106,0.155,0.502,128.002,5
Bounce Generation - SCNDL Remix,2l8idieh9vCEZ42LaVb5NJ,0.829,0.894,8,-3.212,0,0.0683,0.00642,0.0239,0.0248,0.675,128.004,3
Cheer Up,1LpX65zUZuW1hKsUgcfMR8,0.68,0.962,3,-3.009,0,0.0616,0.0506,0.783,0.0612,0.176,127.978,2
Scream,7r8vBSafzS4ElLJZa5Fzc6,0.576,0.826,3,-5.301,1,0.0989,0.0102,0.0119,0.547,0.217,130.034,1
Star of Love - Rocket Jumper Remix,727ggZ4S8q1NxQUeG8qJei,0.914,0.911,7,-4.88,1,0.129,0.0176,0.589,0.153,0.51,128.002,2
This Is How Fking Babies Are Made,1D0RqrcQMuKeUHjM2NZoCK,0.754,0.95,7,-4.303,1,0.0467,0.000454,0.822,0.048,0.571,127.969,2
Here We Go,14VmVJtMIyTMrPGk2Kpnuo,0.69,0.986,1,-2.455,1,0.115,0.00101,0.767,0.0414,0.473,127.983,2
Fire - Original Mix,2S0AKqxjbiDYa48fGHqgtY,0.46,0.916,2,-2.966,1,0.0604,0.00039,0.401,0.0651,0.0938,127.993,6
What's That Spell? (feat. TJR),4szR5oXklWQPj3wxH0gueF,0.789,0.837,7,-4.011,1,0.0834,0.00315,0.0539,0.0178,0.462,128.018,5
Party Bass (feat. The Twins) - Krunk! Remix,403gl0JTJOj6ueKGjSkl8q,0.921,0.647,7,-5.154,1,0.224,0.00298,0.000233,0.178,0.246,127.992,4
Brutal - Original Mix,0DVwoV3YU99ugcrxX0zHIf,0.836,0.807,10,-2.652,1,0.0832,0.0103,0.828,0.0448,0.474,128.018,2
TJR Edit - TJR Remix,4UsTwNNqEqamggocUc92ca,0.902,0.78,11,-5.823,1,0.156,0.00522,0.91,0.0916,0.214,128.013,2
Jumbo,1TsA5RPiHjgtTKTpMyIO8a,0.62,0.908,1,-3.81,1,0.0512,0.000119,0.0077,0.303,0.119,128.021,6
Back 2 Life - Original Mix,1S9GF45ZR2Oslzz1OWRO2Q,0.789,0.909,6,-3.25,0,0.126,0.00467,0.000261,0.355,0.495,128.064,3
Turn Up The Club,05EPDlc8pNhjwXuW8lPkHm,0.74,0.741,6,-4.627,0,0.208,0.00935,0.0219,0.0292,0.372,129.981,3
I Like To Rave - Original Mix,7jHtvZOQ7GkHJ61nmiPOof,0.645,0.919,5,-4.187,0,0.113,0.00533,0.0333,0.282,0.316,128.049,3
Yahtzee - Original Mix,1AhgXzBXUvqyMw9rbcs0VI,0.671,0.843,6,-3.921,0,0.044,0.0031,0.378,0.0913,0.374,127.993,3
Gramophone,6pjLSJkS1Bmr0M1pGIZNd2,0.838,0.895,1,-4.964,1,0.131,0.018,0.799,0.0445,0.418,128.968,2
Fahrenheit - Original Mix,3xOXFq7iqzHGxgBF98IkS5,0.863,0.751,10,-4.11,0,0.068,0.00674,0.162,0.0604,0.407,128.004,3
Loose Cannon,3saPZESLpAeEjDs5A6QE20,0.826,0.916,4,-3.799,1,0.0626,0.0472,0.187,0.0442,0.673,128.035,5
Breakdown - Original Mix,44YyFWpBAH2xAbCAynM71V,0.705,0.964,8,-4.263,0,0.136,0.00132,0.777,0.261,0.554,127.939,2
Viper - Original Mix,5gug8yTK6DoJdNWb19u5Ts,0.794,0.574,6,-8.055,0,0.128,0.0101,0.854,0.111,0.152,127.977,2
Ghost - Original Mix,2PtvA0ZkM6JJg39v68vysQ,0.789,0.926,6,-3.987,1,0.216,0.000155,0.307,0.36,0.528,127.989,4
Bring the Beat Back,49dqvDrTUmVkDzmHqC083v,0.698,0.93,11,-4.32,0,0.0597,0.024,0.852,0.0767,0.0839,128.006,2
Dangerous (feat. Sam Martin) - David Guetta Banging Remix,4jUbpTVpjJtOZBGTPUESLA,0.588,0.768,9,-8.34,0,0.0459,0.00771,1.06e-05,0.103,0.146,127.988,3
Let Me Love You - Original Mix,7Bb4YnnnUrPRiLfvkU1a7E,0.771,0.929,6,-4.754,0,0.0864,0.0041,0.192,0.118,0.384,128.004,3
Supa Hot Fiya,3Ag6KYDCdxX6e9I6Vqqn49,0.624,0.946,10,-3.542,1,0.0393,0.00296,0.905,0.127,0.37,128.003,2
Inferno,1Ayde7RRbE1gb0hdFn7jFa,0.832,0.843,6,-4.586,0,0.133,0.00537,0.0573,0.573,0.52,127.992,1
Galleon,3PqUJF4Q5sJphnZQMSa9D8,0.891,0.622,1,-13.51,1,0.0548,0.000185,0.204,0.153,0.357,128.016,5
Son!k Remix - QiDD Remix,6Txbg4FSgZnkViXAPzfOtF,0.886,0.892,9,-4.43,0,0.0601,0.000972,0.339,0.0353,0.507,128.006,3
Face Melt (TJR Remix),5exSJQiIEkzi7o3zZuasCo,0.732,0.889,9,-2.826,0,0.141,0.0173,0.0028,0.0766,0.291,126.984,3
Army - Bass King & X-Vertigo Remix,2FQoSOyiS1UuA8qpnxpXHI,0.752,0.899,6,-4.112,0,0.139,0.0393,0.0496,0.164,0.168,128.007,3
Surge (feat. Wynter Gordon),4Rfy1pPfGaZYJqBkohbGj4,0.952,0.604,0,-5.803,0,0.0504,0.000141,0.183,0.0316,0.384,127.979,3
Drop It - Reecey Boi & Lefty Remix,0RSPpl240hySmn4XDm25LV,0.684,0.858,0,-4.001,0,0.132,0.00897,0.0,0.376,0.164,127.995,3
Blame (feat. John Newman) - R3HAB Club Remix,0ZdJ0MBlyrwvuLNtv3cbKM,0.643,0.997,11,-1.656,1,0.0483,0.00205,0.672,0.659,0.555,128.004,1
Burnin,5lByoyTJti3jYo22bLQKOH,0.737,0.984,11,-1.208,0,0.165,0.000303,0.05,0.118,0.249,129.975,3
Let's Get F*cked Up - Riggi & Piros Remix,0Tho6ea3WUAmv3FqrQYup8,0.585,0.895,11,-4.182,1,0.0483,0.00346,0.946,0.0413,0.165,127.986,2
Exceeder - Kill The Buzz Radio Edit,5tS4oW7vnaum3yDKC4fY5s,0.757,0.991,5,-2.354,1,0.134,0.0225,0.0106,0.0639,0.381,128.02,5
Bounce Baby,0s13rtQpqfCjuhdNZB6jUA,0.826,0.971,10,-3.653,1,0.0881,0.00113,0.58,0.0234,0.482,128.013,2
Up & Down - Basskillers Remix,2nzhaRogHoSCBWybu34zR8,0.839,0.808,5,-7.005,1,0.114,0.107,0.747,0.186,0.181,128.068,2
UFO - Radio Edit,7azVJ6AgvPLOum1tppactO,0.726,0.908,8,-3.531,1,0.0631,0.0144,0.82,0.126,0.353,128.002,2
Bourne,4nkKVURo2J2BlMSMO5GE87,0.604,0.984,0,-2.008,1,0.0745,0.0113,0.321,0.0953,0.393,127.975,6
Another Land,39mbMi8x7oz5YBjevEtR5H,0.471,0.853,3,-4.192,0,0.094,0.00878,0.141,0.0837,0.0523,128.003,6
Myriad,2bFQkm4qiiWXYmR2YjwaKp,0.694,0.885,6,-5.209,0,0.0606,0.000613,0.257,0.337,0.0484,127.991,3
Next To You,6mZzN06tNAzPGGMrf15sOm,0.764,0.962,7,-3.216,1,0.131,0.0134,0.286,0.069,0.485,128.007,5
Here We Go,6TPg5vPkZNTP4famA5uRHv,0.689,0.946,8,-3.845,1,0.0779,0.0404,0.832,0.134,0.138,135.991,2
Psycho,1bTusn0j1aLujipEIbiJbH,0.839,0.981,0,-2.701,1,0.152,0.032,0.000173,0.087,0.541,127.986,5
Bassline Maniacs,3xiROREmfWWNtCmZ35YceL,0.769,0.918,10,-5.965,1,0.133,0.00525,0.899,0.075,0.133,127.975,2
Portland,6z6YsRJmpACc30xRYEPZNr,0.84,0.633,6,-6.165,1,0.0693,0.000159,0.796,0.659,0.213,128.014,2
Bazaar,5PiTAF0RVLLwaP6j2PrrXK,0.415,0.986,10,-3.886,0,0.107,0.000313,0.877,0.0736,0.037,128.006,2
Move To The Rhythm,6Ail9uu1Bk3UZFQ5bKAAIY,0.759,0.914,7,-1.839,0,0.205,0.058,0.0,0.359,0.792,128.04,3
Fuckin Fine,587Sk7D3sCSuPHekveYbyS,0.536,0.972,2,-2.387,1,0.0737,0.000169,0.801,0.149,0.431,128.02,2
Gold Skies - Tiësto Remix,2eN2ujxIAg5P0t2jkLs75P,0.832,0.953,6,-1.678,1,0.219,0.00415,0.777,0.113,0.557,127.985,2
Burn It Down - Original Mix,0wJeXBOCtMcFiZ5spQfRl8,0.656,0.879,2,-5.714,1,0.0715,0.000711,0.471,0.651,0.23,128.01,1
Disco,1UslPYz6Y8GmufKHPXoQes,0.658,0.992,11,-0.406,0,0.135,0.0227,0.854,0.344,0.079,127.997,2
Nomad,68mJGS9gS2WNeDRIqIUdzO,0.668,0.91,7,-4.037,0,0.0439,0.00187,0.00695,0.255,0.247,127.985,3
Rockstah - Radio Edit,2sQU2dw2i569ovKwf96cOY,0.585,0.969,7,-3.33,1,0.0931,0.00146,0.782,0.111,0.0694,128.022,2
Dead Mans Hand,4FVcGYFGstfGbL4aZZkqIc,0.606,0.981,6,-2.588,0,0.054,0.000485,0.774,0.143,0.265,127.994,2
Slap - Original Mix,1NgaWRYfMtTls3OiXNaGus,0.772,0.916,7,-3.806,1,0.0581,0.109,0.207,0.044,0.526,125.987,5
Sriracha,2uE896TQO3SlIqThUdETEj,0.64,0.884,8,-3.941,1,0.0552,0.000481,0.192,0.496,0.639,128.029,1
Outside World,3y5QZYSXXw8oIGVYahQaVz,0.67,0.835,9,-6.007,1,0.135,0.000748,0.0453,0.0505,0.154,128.05,6
Hit It (feat. I-Ez),28vX84DyVQ3XwhcZ3TQgAC,0.736,0.837,1,-5.304,1,0.146,0.04,0.0673,0.0866,0.209,128.02,5
Stopping Us,1elKl1ciiw49uTFZ4CTbEs,0.674,0.476,7,-6.615,0,0.386,0.00106,0.707,0.119,0.345,127.983,4
Infinity - SCNDL Remix,3qHuIo1jrHpzdB8vdKeucm,0.664,0.984,2,-2.332,1,0.0702,0.0314,0.482,0.654,0.245,128.01,1
About U,6LYI5fSr5Y7Fn2fKW4KOq0,0.658,0.992,11,-0.406,0,0.135,0.0227,0.854,0.344,0.079,127.997,2
Nomad,68mJGS9gS2WNeDRIqIUdzO,0.62,0.947,4,-2.986,0,0.105,0.00899,0.0257,0.0857,0.233,127.986,3
What I Did for Love (feat. Emeli Sandé) - VINAI Remix,3R7wZFe0ohg6Ycfxi2sVDf,0.801,0.843,4,-3.735,1,0.0363,0.0826,4.85e-06,0.329,0.532,127.998,5
Streets Ahead 2015 (Out of Control),6rF1rDhLbjgNGq5UOfqIJi,0.666,0.823,0,-7.362,1,0.395,0.00862,0.0219,0.848,0.385,129.837,1
Megos Alexandros 2015,0WkpzXpNFNT2AY0VRcqDh8,0.819,0.79,7,-7.254,1,0.223,0.00707,0.00195,0.649,0.695,127.991,1
Reborn 2015,1tBsK5jDD1HmXo2m0bLXqE,0.659,0.984,9,-2.546,1,0.4,0.0282,0.429,0.131,0.179,128.008,4
Mumbai,79BFHHuCaZDnASUkLEhDVd,0.567,0.977,1,-2.121,1,0.0355,0.000893,0.694,0.0587,0.0858,128.021,2
Nothing To Say,3hF8R9D0PxbxB1jqlfyRKO,0.732,0.963,0,-3.072,1,0.0593,0.142,3.79e-05,0.0942,0.735,128.035,5
Juicy Wiggle,77Jo0LLt7KmCshe4WOazYx,0.572,0.975,7,-3.928,1,0.0659,0.00343,0.844,0.111,0.363,127.999,2
BLTR,528EkcjuOJO2p5ssnILD84,0.718,0.985,2,-2.722,1,0.0885,0.00333,0.513,0.203,0.371,128.005,2
Hit Me!,43iBMZ18WR10Xpe70NnhBX,0.764,0.983,5,-4.014,1,0.113,0.00373,0.396,0.0688,0.502,128.009,2
Smokin,7BoZafaR9LZIGljJCBZX6q,0.869,0.866,6,-3.82,1,0.0861,0.0145,0.809,0.373,0.593,128.005,2
Funky Beat - Workout Edit,77xRghoe6soggcCpoNhkqX,0.678,0.958,0,-3.906,1,0.157,0.0667,0.653,0.18,0.667,127.967,2
Ah Yeah So What,7Gf1QHOnNvEExTLFSclfiM,0.769,0.978,5,-3.597,0,0.156,0.0941,0.317,0.765,0.475,127.984,1
Ah Yeah So What - SCNDL Remix,5q0KO2b7OhbGzhyvbQffMD,0.752,0.869,6,-3.659,1,0.351,0.00277,0.00528,0.275,0.354,130.022,4
Hipsta,6ke4IQ1XF0bwP0XA56gkaf,0.613,0.953,6,-4.163,0,0.0413,0.000411,0.739,0.484,0.355,127.994,2
Shake Dat - Original Mix,2GWgm6PdekDilPY2vTvaGs,0.646,0.882,11,-5.772,0,0.0477,0.000103,0.897,0.119,0.215,128.02,2
We Fresh,1tIOrf1hUCcijfPh3jZILu,0.773,0.937,1,-3.975,0,0.041,0.000362,0.206,0.3,0.256,128.015,3
De Zooya,3CVaQWOVvfnxu3NrtEWej9,0.658,0.972,9,-4.085,1,0.0891,6.05e-05,0.883,0.0945,0.189,128.006,2
"3,2,1",2WcgURIYpT8lHiBYbqdzzD,0.728,0.982,6,-1.418,0,0.0626,6.46e-05,0.628,0.743,0.109,128.012,1
Lethal - Original Mix,3iP9jxaf7vWmEvgAALRnql,0.514,0.959,6,-3.639,0,0.072,0.000602,0.0311,0.208,0.0748,128.117,6
Mugatu [Mix Cut] - Jay Karama Remix,6E5obcpmOXdAr2bBqauPgg,0.728,0.934,0,-4.096,1,0.0877,0.000752,0.565,0.0495,0.187,128.005,2
Drop That - D!RTY PALM Remix,2isdaEY9yOFea5UGkujToi,0.725,0.799,10,-2.372,0,0.346,0.0706,0.00419,0.248,0.353,128.001,4
Rule The World - Tyron Hapi Remix,2NR9JtFkJtl6rmvAKigHRH,0.738,0.773,7,-3.942,1,0.0535,0.00038,0.846,0.04,0.32,128.002,2
Hands Up - Original Mix,1xa86GlxlLqNVMDHtyK8mV,0.723,0.933,6,-1.59,0,0.0379,0.00106,0.0,0.0786,0.508,128.064,3
We Just Wanna Party,3zK1qm308jlusUe1qnmssr,0.719,0.993,1,-3.077,1,0.0721,0.065,0.367,0.108,0.486,127.991,5
Bounce Bitch (feat. Treyy G) - Original Mix,0Gly6uVdaeUm8lAqamLOfF,0.657,0.981,0,-3.498,1,0.0365,0.0295,0.612,0.0577,0.563,128.004,2
Booty Bounce - Radio Edit,4WgM2becr135oJ7DfVNaCd,0.786,0.884,5,-3.213,0,0.193,0.00292,0.454,0.1,0.46,128.014,2
Up & Down - Original Mix,6ZesJ7bsyFg1k9QrOZDgGK,0.613,0.892,2,-3.514,0,0.0473,0.00921,0.264,0.14,0.0561,128.035,3
Just Bounce - Original Mix,6Z2vrCvJ7Yw8MxNRQL0NdW,0.581,0.978,1,-4.261,1,0.0397,0.00129,0.772,0.842,0.624,127.987,1
KUTA - Original Mix,1CP1xdJGdBTGpv9KosqWix,0.848,0.743,6,-2.892,1,0.173,0.0163,0.00143,0.047,0.961,127.998,5
Get Low - Original Mix,3NmtzfikIxlqcXyAEMZBXb,0.923,0.926,9,-5.567,1,0.214,0.000424,0.915,0.0614,0.285,128.019,2
Crazy - Original Mix,6C0kqQ5kYeHMQJyu4nLRNu,0.723,0.957,1,-3.35,1,0.0785,0.00291,0.239,0.124,0.418,127.983,5
All Night,08ZcJN45zSSzemGG6FirCv,0.731,0.95,8,-2.881,1,0.136,0.00162,0.549,0.703,0.338,128.005,1
Sprungkraft,54BOQ1ydnsoDSbPGCfbFFP,0.678,0.986,1,-2.444,1,0.119,0.0041,0.252,0.0985,0.262,128.01,6
Frontier - Extended Mix,0BzJRQvAUV9KzzBqo3bMCZ,0.905,0.971,6,-2.476,0,0.326,0.0134,0.00249,0.323,0.552,127.996,4
Sick Like That (feat. Luciana),4Jru9zmgkYFi9ke0eH7J1t,0.541,0.936,11,-3.943,0,0.0431,0.000155,0.458,0.67,0.269,128.001,1
Fire ft. Katt Niall - Original Mix,1sbUzdsBEvrgRFLWv2nV6f,0.581,0.978,1,-4.261,1,0.0397,0.00129,0.772,0.842,0.624,127.987,1
KUTA - Original Mix,68wkPGfyexfT4ntmB23Xjp,0.563,0.91,1,-3.714,1,0.392,0.065,0.0,0.339,0.608,130.21,4
Hipsta,2MUHYm9AzK1EMCSitcvFKR,0.979,0.868,0,-6.666,1,0.479,0.0039,0.753,0.0505,0.496,127.998,4
Det Drar,4jRXy0LnAuOCqkfbIg54MT,0.887,0.717,6,-4.301,0,0.211,0.00225,0.00154,0.0658,0.343,128.005,3
Lonely Hearts - Djuro Remix,14hYkYyTRdUBB9o7OZoAOx,0.769,0.882,0,-2.2,1,0.213,0.0114,0.12,0.604,0.487,128.017,1
Get Lit,6cYnhPVFXIYRwUnknvchDw,0.76,0.988,2,-2.132,1,0.141,0.00474,0.735,0.135,0.216,128.01,2
Bad Bitches,65X1pMKHVvzGvqB2kBjJcR,0.871,0.924,7,-3.099,1,0.201,0.017,0.514,0.0414,0.535,128.0,2
Mental,45J9LfKn3lb00584DVby6E,0.659,0.965,11,-5.343,0,0.13,0.00262,0.825,0.551,0.185,127.998,2
Buzzin,0dn45Y01p6D3dppfjRtpCx,0.963,0.686,10,-8.184,1,0.134,0.0368,1.41e-05,0.0759,0.5,127.939,5
Until We Die,4lyld0IisPVZvcgB6QCL4I,0.843,0.801,9,-3.753,1,0.044,0.00337,0.103,0.0517,0.57,123.973,5
